date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,population,positive_test_rate,pct_of_population_tested,pct_of_population_positive,simple_death_rate,inferred_positive,hidden_positive,pct_of_population_inferred_positive,pct_of_population_hidden_positive,positive_test_rate_today,positiveIncrease_last_7,totalTestResultsIncrease_last_7,positive_test_rate_7_day_avg,pct_of_population_hospitalized
2020-06-13,IL,132732.0,1037074.0,,2117.0,,610.0,,352.0,,,A,6/13/2020 00:00,2020-06-13T00:00:00Z,06/12 20:00,6470.0,,2020-06-13 00:00:00+00:00,1168945.0,,,131871.0,6289.0,181.0,17,673,21171,1169806,1169806,21844,1169806,29,0,c31f2108aaffb5d4e82e519ccb6f2b0ff0500f9d,0,0,0,0,0,,12671821,0.11346496769549823,0.09231554012639541,0.010474579778233925,0.048744839224904316,647000.0,514268.0,0.051058170723844665,0.04058359094561074,0.030809375572239516,5842.0,147732.0,0.039544580727262885,0.00016706359725251801
2020-06-14,IL,133404.0,1058442.0,,1914.0,,562.0,,328.0,,,A,6/14/2020 00:00,2020-06-14T00:00:00Z,06/13 20:00,6489.0,,2020-06-14 00:00:00+00:00,1190985.0,,,132543.0,6308.0,181.0,17,672,21368,1191846,1191846,22040,1191846,19,0,65064bdda5c141bfb1c1e81c7cbbec6f3b36d6de,0,0,0,0,0,,12671821,0.1119305682109937,0.0940548323717641,0.01052761083036132,0.04864171988845912,648900.0,515496.0,0.05120810971051438,0.04068049888015306,0.030490018148820328,5647.0,149072.0,0.03788102393474294,0.0001510438002557012
2020-06-15,IL,133877.0,1076596.0,,1961.0,,569.0,,340.0,,,A,6/15/2020 00:00,2020-06-15T00:00:00Z,06/14 20:00,6507.0,,2020-06-15 00:00:00+00:00,1209612.0,,,133016.0,6326.0,181.0,17,473,18154,1210473,1210473,18627,1210473,18,0,88b143bf0862b50ed2d2e7b8283b62cacb48979c,0,0,0,0,0,,12671821,0.11059891463915346,0.09552478684792028,0.010564937746516463,0.048604315901909965,650700.0,516823.0,0.0513501571715699,0.040785219425053434,0.02539324636280668,4738.0,150876.0,0.03140327156075188,0.00015475281729437307
2020-06-16,IL,134500.0,1094702.0,,1939.0,,561.0,,331.0,,,A,6/16/2020 00:00,2020-06-16T00:00:00Z,06/15 20:00,6579.0,,2020-06-16 00:00:00+00:00,1228341.0,,,133639.0,6398.0,181.0,17,623,18106,1229202,1229202,18729,1229202,72,0,32f1ad217f4d09e68d3f4d9c8e2dd8881ad5477c,0,0,0,0,0,,12671821,0.1094205834354321,0.09700279068020294,0.010614101951092901,0.04891449814126394,657900.0,523400.0,0.05191834701579197,0.04130424506469907,0.033263922259597414,4564.0,149296.0,0.030570142535633907,0.00015301668165925008
2020-06-17,IL,135046.0,1124143.0,,1878.0,,563.0,,331.0,,,A,6/17/2020 00:00,2020-06-17T00:00:00Z,06/16 20:00,6666.0,,2020-06-17 00:00:00+00:00,1258328.0,,,134185.0,6485.0,181.0,17,546,29441,1259189,1259189,29987,1259189,87,0,d8feba59ee9b6f649d072f6024c7459127155993,0,0,0,0,0,,12671821,0.10724839559430713,0.09936922246613174,0.010657189680946408,0.04936095848821883,666600.0,531554.0,0.05260490974422698,0.04194772006328056,0.018207890085703806,4485.0,158463.0,0.028303137009901363,0.00014820285103459084
2020-06-18,IL,135639.0,1149054.0,,1878.0,,538.0,,321.0,,,A,6/18/2020 00:00,2020-06-18T00:00:00Z,06/17 20:00,6718.0,,2020-06-18 00:00:00+00:00,1283832.0,,,134778.0,6537.0,181.0,17,593,24911,1284693,1284693,25504,1284693,52,0,d76776c77d62fad0c44e290cda03e87aafabca58,0,0,0,0,0,,12671821,0.10558086640154496,0.10138187715877615,0.010703986427838588,0.04952852793075738,671800.0,536161.0,0.05301526907616514,0.04231128264832655,0.023251254705144293,4312.0,161642.0,0.02667623513690749,0.00014820285103459084
2020-06-19,IL,136470.0,1175533.0,,1837.0,,512.0,,293.0,,,A,6/18/2020 12:59,2020-06-18T12:59:00Z,06/18 08:59,6718.0,,2020-06-18 12:59:00+00:00,1311003.0,,,135470.0,6580.0,204.0,17,831,26479,1312003,1312003,27310,1312003,0,0,26516b5540183de65635a65ec05eebe10d1b3458,0,0,0,0,0,,12671821,0.1040165304500066,0.10353705280401293,0.010769565005692552,0.049226936323001395,671800.0,535330.0,0.05301526907616514,0.04224570407047259,0.030428414500183083,4411.0,164041.0,0.02688961905864997,0.0001449673255327707
2020-06-20,IL,137104.0,1200864.0,,1696.0,,454.0,,274.0,,,A,6/20/2020 00:00,2020-06-20T00:00:00Z,06/19 20:00,6829.0,,2020-06-20 00:00:00+00:00,1336968.0,,,136104.0,6625.0,204.0,17,634,25331,1337968,1337968,25965,1337968,111,0,c17e608d9514023faee10674d4c770341c5d5b36,0,0,0,0,0,,12671821,0.10247180799540796,0.10558608742973878,0.01081959727808655,0.049808904189520366,682900.0,545796.0,0.05389122841934083,0.043071631141254285,0.024417485076063932,4372.0,168162.0,0.02599873931090258,0.00013384027441675509
2020-06-21,IL,137762.0,1224022.0,,1631.0,,422.0,,256.0,,,A,6/20/2020 00:00,2020-06-20T00:00:00Z,06/19 20:00,6851.0,,2020-06-20 00:00:00+00:00,1360784.0,,,136762.0,6647.0,204.0,17,658,23158,1361784,1361784,23816,1361784,22,0,ea2b686f63a0fc03aaf0977d789378ef6d322869,0,0,0,0,0,,12671821,0.10116288633145933,0.10746553317001559,0.010871523516627957,0.04973069496668167,685100.0,547338.0,0.054064841982853135,0.04319331846622518,0.02762848505206584,4358.0,169938.0,0.025644646871211853,0.00012871078276752805
2020-06-22,IL,138224.0,1241779.0,,1628.0,,419.0,,250.0,,,A,6/22/2020 00:00,2020-06-22T00:00:00Z,06/21 20:00,6875.0,,2020-06-22 00:00:00+00:00,1379003.0,,,137224.0,6671.0,204.0,17,462,17757,1380003,1380003,18219,1380003,24,0,89aaa5b43844dfb596405bdca0fbe3ad95c0ec8a,0,0,0,0,0,,12671821,0.10016210109688167,0.10890329022166585,0.01090798236496554,0.049738106262298874,687500.0,549276.0,0.054254238597593825,0.043346256232628284,0.0253581425983863,4347.0,169530.0,0.02564147938417979,0.0001284740369991022
2020-06-23,IL,138825.0,1261685.0,,1648.0,,424.0,,236.0,,,A,6/23/2020 00:00,2020-06-23T00:00:00Z,06/22 20:00,6911.0,,2020-06-23 00:00:00+00:00,1399510.0,,,137825.0,6707.0,204.0,17,601,19906,1400510,1400510,20507,1400510,36,0,499c58543a1902e9814abcabd41efa176b213030,0,0,0,0,0,,12671821,0.09912460460832126,0.11052160537936892,0.010955410433906855,0.04978209976589231,691100.0,552275.0,0.054538333519704864,0.04358292308579801,0.029307065879943434,4325.0,171308.0,0.02524692366964765,0.00013005234212194129
2020-06-24,IL,139540.0,1290301.0,,1614.0,,389.0,,219.0,,,A,6/24/2020 00:00,2020-06-24T00:00:00Z,06/23 20:00,6974.0,,2020-06-24 00:00:00+00:00,1428841.0,,,138540.0,6770.0,204.0,17,715,28616,1429841,1429841,29331,1429841,63,0,d910db00efaf6953ab5dee3fcc014f1358ad21cc,0,0,0,0,0,,12671821,0.0975912706377842,0.11283626875726858,0.011011834842048353,0.04997850078830443,697400.0,557860.0,0.055035499633399175,0.04402366479135082,0.024376939074699122,4494.0,170652.0,0.026334294353421,0.0001273692234131148
2020-06-25,IL,140434.0,1321093.0,,1626.0,,399.0,,216.0,,,A,6/25/2020 00:00,2020-06-25T00:00:00Z,06/24 20:00,7014.0,,2020-06-25 00:00:00+00:00,1460527.0,,,139434.0,6810.0,204.0,17,894,30792,1461527,1461527,31686,1461527,40,0,638c82593e207c8d6824216b07c7a94cc9605f84,0,0,0,0,0,,12671821,0.09608717457836906,0.11533677756338256,0.01108238508103926,0.049945169973083445,701400.0,560966.0,0.055351160657967,0.04426877557692774,0.028214353342170043,4795.0,176834.0,0.02711582614203151,0.00012831620648681827
2020-06-26,IL,141344.0,1350661.0,,1516.0,,400.0,,225.0,,,A,6/26/2020 00:00,2020-06-26T00:00:00Z,06/25 20:00,7048.0,,2020-06-26 00:00:00+00:00,1490952.0,,,140291.0,6847.0,201.0,17,910,29568,1492005,1492005,30478,1492005,34,0,b234b8c8f5001d71539817676db3c72145318f82,0,0,0,0,0,,12671821,0.09473426697631711,0.11774195674007706,0.01115419796412844,0.04986416119538148,704800.0,563456.0,0.05561947252884964,0.044465274564721206,0.029857602204869087,4874.0,180002.0,0.027077476916923145,0.00011963552831120326
2020-06-27,IL,142130.0,1380112.0,,1516.0,,400.0,,225.0,,,A,6/27/2020 00:00,2020-06-27T00:00:00Z,06/26 20:00,7074.0,,2020-06-27 00:00:00+00:00,1521189.0,,,141077.0,6873.0,201.0,17,786,29451,1522242,1522242,30237,1522242,26,0,17cb32efd63bc35ff81693910fbadf300cc10ca7,0,0,0,0,0,,12671821,0.09336885987904683,0.12012811734004133,0.011216225355456015,0.04977133610075283,707400.0,565270.0,0.055824652194818726,0.04460842683936271,0.025994642325627544,5026.0,184274.0,0.027274601951441876,0.00011963552831120326
2020-06-28,IL,142776.0,1403255.0,,1464.0,,373.0,,193.0,,,A,6/28/2020 00:00,2020-06-28T00:00:00Z,06/27 20:00,7089.0,,2020-06-28 00:00:00+00:00,1544978.0,,,141723.0,6888.0,201.0,17,646,23143,1546031,1546031,23789,1546031,15,0,e3ed573de037a0e7fce42c8c433ff73067896bba,0,0,0,0,0,,12671821,0.09235002402927238,0.1220054323684023,0.011267204610923717,0.04965120188266935,708900.0,566124.0,0.05594302507903166,0.04467582046810794,0.027155407961662954,5014.0,184247.0,0.027213468876019692,0.00011553193499182161
2020-06-29,IL,143514.0,1429435.0,,1501.0,,372.0,,187.0,,,A,6/29/2020 00:00,2020-06-29T00:00:00Z,06/28 20:00,7103.0,,2020-06-29 00:00:00+00:00,1571896.0,,,142461.0,6902.0,201.0,17,738,26180,1572949,1572949,26918,1572949,14,0,b0cbe9073728985f6787f762eac857460b9129a3,0,0,0,0,0,,12671821,0.09123881321009136,0.12412967323323143,0.01132544406995648,0.04949342921248101,710300.0,566786.0,0.05605350643763039,0.04472806236767391,0.027416598558585335,5290.0,192946.0,0.02741699750189172,0.00011845179946907394
2020-06-30,IL,144238.0,1459780.0,,1560.0,,401.0,,185.0,,,A,6/30/2020 00:00,2020-06-30T00:00:00Z,06/29 20:00,7124.0,,2020-06-30 00:00:00+00:00,1602965.0,,,143185.0,6923.0,201.0,17,724,30345,1604018,1604018,31069,1604018,21,0,f01246957270232034d37f410b3bba1fb2651438,0,0,0,0,0,,12671821,0.08992293103942724,0.12658149132630583,0.011382578715403257,0.04939059055172701,712400.0,568162.0,0.056219228475528495,0.04483664976012524,0.023302970806913643,5413.0,203508.0,0.02659846295968709,0.00012310779958144927
2020-07-01,IL,145066.0,1492042.0,,1511.0,,384.0,,189.0,,,A,7/1/2020 00:00,2020-07-01T00:00:00Z,06/30 20:00,7152.0,,2020-07-01 00:00:00+00:00,1636055.0,,,144013.0,6951.0,201.0,17,828,32262,1637108,1637108,33090,1637108,28,0,791ecdc620b0f3ab271a5466af3db3ead258fdc2,0,0,0,0,0,,12671821,0.08861113622314472,0.1291927971520431,0.011447920547488794,0.04930169715853473,715200.0,570134.0,0.05644019119272597,0.04499227064523718,0.02502266545784225,5526.0,207267.0,0.026661263008583132,0.00011924095203049349
2020-07-02,IL,145935.0,1521435.0,,1651.0,,349.0,,195.0,,,A,7/2/2020 00:00,2020-07-02T00:00:00Z,07/01 20:00,7188.0,,2020-07-02 00:00:00+00:00,1666317.0,,,144882.0,6987.0,201.0,17,869,29393,1667370,1667370,30262,1667370,36,0,758bb7d407dda32e91ba1ad39f01f3fc334410e0,0,0,0,0,0,,12671821,0.08752406484463557,0.13158093063341095,0.011516497905076153,0.049254805221502725,718800.0,572865.0,0.05672428611483701,0.04520778820976085,0.028715881303284646,5501.0,205843.0,0.026724251006835308,0.00013028908789036714
2020-07-03,IL,146872.0,1554885.0,,1349.0,,334.0,,164.0,,,A,7/3/2020 00:00,2020-07-03T00:00:00Z,07/02 20:00,7215.0,,2020-07-03 00:00:00+00:00,1700635.0,,,145750.0,7005.0,210.0,17,937,33450,1701757,1701757,34387,1701757,27,0,421e6e5636889c1290fcbefb44f0bf957c624a12,0,0,0,0,0,,12671821,0.08630609423084494,0.13429458954636433,0.011590441500081164,0.04912440764747535,721500.0,574628.0,0.056937357306420286,0.04534691580633912,0.02724866955535522,5528.0,209752.0,0.026354933445211486,0.00010645668053549684
2020-07-04,IL,147734.0,1587859.0,,1346.0,,336.0,,182.0,,,A,7/4/2020 00:00,2020-07-04T00:00:00Z,07/03 20:00,7224.0,,2020-07-04 00:00:00+00:00,1734471.0,,,146612.0,7014.0,210.0,17,862,32974,1735593,1735593,33836,1735593,9,0,7c198c79596db2a5301b36de8ad316cf967f61a2,0,0,0,0,0,,12671821,0.08512018658752368,0.1369647661531835,0.011658466450875529,0.048898696305522085,722400.0,574666.0,0.057008381036948046,0.045349914586072515,0.025475824565551485,5604.0,213351.0,0.026266574799274436,0.00010621993476707097
2020-07-05,IL,148373.0,1614455.0,,1326.0,,304.0,,165.0,,,A,7/5/2020 00:00,2020-07-05T00:00:00Z,07/04 20:00,7230.0,,2020-07-05 00:00:00+00:00,1761706.0,,,147251.0,7020.0,210.0,17,639,26596,1762828,1762828,27235,1762828,6,0,1398ab7c0a071bff3164fe7731ac3b5d1e98cc56,0,0,0,0,0,,12671821,0.08416759888088912,0.13911402315420965,0.011708893299550239,0.048728542254992485,723000.0,574627.0,0.057055730190633216,0.04534683689108298,0.023462456398017258,5597.0,216797.0,0.02581677790744337,0.00010464162964423187
2020-07-06,IL,148987.0,1634975.0,,1395.0,,321.0,,151.0,,,A,7/6/2020 00:00,2020-07-06T00:00:00Z,07/05 20:00,7236.0,,2020-07-06 00:00:00+00:00,1782840.0,,,147865.0,7026.0,210.0,17,614,20520,1783962,1783962,21134,1783962,6,0,c39e1683643dde65cef7b53f6abcfbe2a3c63008,0,0,0,0,0,,12671821,0.08351467127663033,0.1407818181775137,0.011757347266821398,0.04856799586541108,723600.0,574613.0,0.05710307934431839,0.04534573207749699,0.029052711270937826,5473.0,211013.0,0.025936790624274335,0.00011008678231802674
2020-07-07,IL,149574.0,1661382.0,,1385.0,,320.0,,153.0,,,A,7/7/2020 00:00,2020-07-07T00:00:00Z,07/06 20:00,7273.0,,2020-07-07 00:00:00+00:00,1809834.0,,,148452.0,7063.0,210.0,17,587,26407,1810956,1810956,26994,1810956,37,0,fccd8ef51ebb481b071e8c11c28722e11a250529,0,0,0,0,0,,12671821,0.08259394485564531,0.14291205660180964,0.011803670522176726,0.048624760987872225,727300.0,577726.0,0.05739506579204362,0.04559139526986689,0.021745573090316366,5336.0,206938.0,0.025785500971305414,0.0001092976297566072
2020-07-08,IL,150554.0,1693144.0,,1385.0,,320.0,,153.0,,,A,7/8/2020 00:00,2020-07-08T00:00:00Z,07/07 20:00,7309.0,,2020-07-08 00:00:00+00:00,1842576.0,,,149432.0,7099.0,210.0,17,980,31762,1843698,1843698,32742,1843698,36,0,cde4ad647f075e5f6cb2e238aaed9157bc28c7ea,0,0,0,0,0,,12671821,0.08165870983208746,0.14549589991840953,0.011881007473195841,0.0485473650650265,730900.0,580346.0,0.05767916071415466,0.04579815324095882,0.029930975505466983,5488.0,206590.0,0.026564693353986157,0.0001092976297566072
2020-07-09,IL,151572.0,1728306.0,,1507.0,,317.0,,153.0,,,A,7/9/2020 00:00,2020-07-09T00:00:00Z,07/08 20:00,7329.0,,2020-07-09 00:00:00+00:00,1878756.0,,,150450.0,7119.0,210.0,17,1018,35162,1879878,1879878,36180,1879878,20,0,53438c93dd8a96fb0c47089f86103025f4d65f85,0,0,0,0,0,,12671821,0.08062863653917968,0.14835105388562544,0.01196134320394835,0.04835325785765181,732900.0,581328.0,0.05783699122643857,0.045875648022490216,0.028137092316196793,5637.0,212508.0,0.02652606019538088,0.00011892529100592567
2020-07-10,IL,152899.0,1759976.0,,1436.0,,306.0,,155.0,,,A,7/10/2020 00:00,2020-07-10T00:00:00Z,07/09 20:00,7345.0,,2020-07-10 00:00:00+00:00,1911743.0,,,151767.0,7144.0,201.0,17,1327,31670,1912875,1912875,32997,1912875,16,0,fc6c910bb5fb2c4ffd4e4bda13383521033f4baa,0,0,0,0,0,,12671821,0.07993151669607267,0.1509550205925415,0.012066063748848724,0.04803824747055246,734500.0,581601.0,0.0579632556362657,0.04589719188741697,0.04021577719186593,6027.0,211118.0,0.02854801580158963,0.00011332230781984689
2020-03-06,IN,1.0,,,,,,,,,,,,,,,,,,,,,,,18,0,0,1,1,0,1,0,0,f83be00cef96d1d8388ec3bad7cfde693eae96fa,0,0,0,0,0,,6732219,1.0,1.4853943402613612e-07,1.4853943402613612e-07,,,,,,,,,,
2020-03-07,IN,1.0,,,,,,,,,,,,,,,,,,,,,,,18,0,0,1,1,0,1,0,0,44b2f06004667175bcab4ff5600bc1405d2a4711,0,0,0,0,0,,6732219,1.0,1.4853943402613612e-07,1.4853943402613612e-07,,,,,,,,,,
2020-03-08,IN,2.0,,,,,,,,,,,,,,,,,,,,,,,18,1,0,2,2,1,2,0,0,d1e09f06cc90f601dd72b4bf63f3b2bbf0b04dfa,0,0,0,0,0,,6732219,1.0,2.9707886805227224e-07,2.9707886805227224e-07,,,,,,1.0,,,,
2020-03-09,IN,2.0,,,,,,,,,,,,,,,,,,,,,,,18,0,0,2,2,0,2,0,0,d8d69029e6594f13d36e0d3b3817dae4fbd2d201,0,0,0,0,0,,6732219,1.0,2.9707886805227224e-07,2.9707886805227224e-07,,,,,,,,,,
2020-03-10,IN,6.0,30.0,,,,,,,,,,,,,,,,,,,,,,18,4,30,36,36,34,36,0,0,0cc34ea1f26ba67603e0712c8ae7333a4f103f50,0,0,0,0,0,,6732219,0.16666666666666666,5.3474196249409e-06,8.912366041568167e-07,,,,,,0.11764705882352941,,,,
2020-03-11,IN,10.0,33.0,,,,,,,,,,,,,,,,,,,,,,18,4,3,43,43,7,43,0,0,eb73310cd00f764cee6766c7876bc81b715893d1,0,0,0,0,0,,6732219,0.23255813953488372,6.387195663123853e-06,1.4853943402613611e-06,,,,,,0.5714285714285714,,,,
2020-03-12,IN,12.0,52.0,,,,,,,,,,3/11/2020 11:59,2020-03-11T11:59:00Z,03/11 07:59,,,2020-03-11 11:59:00+00:00,,,,,,,18,2,19,64,64,21,64,0,0,84636a4d35d119e93bcde4ec6e08011d990df1e0,0,0,0,0,0,,6732219,0.1875,9.506523777672712e-06,1.7824732083136333e-06,,,,,,0.09523809523809523,11.0,63.0,0.1746031746031746,
2020-03-13,IN,12.0,61.0,,,,,,,,,,3/12/2020 23:59,2020-03-12T23:59:00Z,03/12 19:59,,,2020-03-12 23:59:00+00:00,,,,,,,18,0,9,73,73,9,73,0,0,073ec64fb269851ae1aeb0de8ebb2fedb5365157,0,0,0,0,0,,6732219,0.1643835616438356,1.0843378683907936e-05,1.7824732083136333e-06,,,,,,0.0,11.0,72.0,0.1527777777777778,
2020-03-14,IN,15.0,74.0,,,,,,,,,,3/13/2020 23:59,2020-03-13T23:59:00Z,03/13 19:59,0.0,,2020-03-13 23:59:00+00:00,,,,,,,18,3,13,89,89,16,89,0,0,38bb56eea6ac74f5f8afca63830b08c59a698f13,0,0,0,0,0,,6732219,0.16853932584269662,1.3220009628326113e-05,2.228091510392042e-06,0.0,0.0,-15.0,0.0,-2.228091510392042e-06,0.1875,14.0,88.0,0.1590909090909091,
2020-03-15,IN,19.0,102.0,,,,,,,,,,3/15/2020 00:59,2020-03-15T00:59:00Z,03/14 20:59,0.0,,2020-03-15 00:59:00+00:00,,,,,,,18,4,28,121,121,32,121,0,0,679a2f368e3e8682176ae28e54ee704e27b6ba03,0,0,0,0,0,,6732219,0.15702479338842976,1.7973271517162468e-05,2.822249246496586e-06,0.0,0.0,-19.0,0.0,-2.822249246496586e-06,0.125,17.0,119.0,0.14285714285714285,
2020-03-16,IN,24.0,115.0,,,,,,,,,,3/16/2020 15:44,2020-03-16T15:44:00Z,03/16 11:44,1.0,,2020-03-16 15:44:00+00:00,,,,,,,18,5,13,139,139,18,139,1,0,26151b6b8dd4ac4d44236c0b74934b57b4fc00f3,0,0,0,0,0,,6732219,0.17266187050359713,2.064698132963292e-05,3.5649464166272666e-06,0.041666666666666664,100.0,76.0,1.4853943402613611e-05,1.1288996985986345e-05,0.2777777777777778,22.0,137.0,0.16058394160583941,
2020-03-17,IN,30.0,129.0,,,,,,,,,,3/16/2020 23:59,2020-03-16T23:59:00Z,03/16 19:59,2.0,,2020-03-16 23:59:00+00:00,,,,,,,18,6,14,159,159,20,159,1,0,8c808aaf19d22c02cb88ecf8084a6728183220fc,0,0,0,0,0,,6732219,0.18867924528301888,2.361777001015564e-05,4.456183020784084e-06,0.06666666666666667,200.0,170.0,2.9707886805227222e-05,2.5251703784443137e-05,0.3,24.0,123.0,0.1951219512195122,
2020-03-18,IN,39.0,154.0,,,,,,,,,,3/17/2020 23:59,2020-03-17T23:59:00Z,03/17 19:59,2.0,,2020-03-17 23:59:00+00:00,,,,,,,18,9,25,193,193,34,193,0,0,0bda15cb6c568d1dce79cb6c0fc7f449f5ccc6ec,0,0,0,0,0,,6732219,0.20207253886010362,2.866811076704427e-05,5.7930379270193084e-06,0.05128205128205128,200.0,161.0,2.9707886805227222e-05,2.391484887820791e-05,0.2647058823529412,29.0,150.0,0.19333333333333333,
2020-03-19,IN,56.0,324.0,,,,,,,,,,3/19/2020 00:59,2020-03-19T00:59:00Z,03/18 20:59,2.0,,2020-03-19 00:59:00+00:00,,,,,,,18,17,170,380,380,187,380,0,0,1638189c524cd8db22df3636b3acaffb3867ad91,0,0,0,0,0,,6732219,0.14736842105263157,5.644498492993172e-05,8.318208305463623e-06,0.03571428571428571,200.0,144.0,2.9707886805227222e-05,2.13896784997636e-05,0.09090909090909091,44.0,316.0,0.13924050632911392,
2020-03-20,IN,79.0,475.0,,,,,,,,,,3/20/2020 00:59,2020-03-20T00:59:00Z,03/19 20:59,2.0,,2020-03-20 00:59:00+00:00,,,,,,,18,23,151,554,554,174,554,0,0,6410d95c9bc517d9661d84c5f80d5e7e30efafb1,0,0,0,0,0,,6732219,0.14259927797833935,8.229084645047941e-05,1.1734615288064752e-05,0.02531645569620253,200.0,121.0,2.9707886805227222e-05,1.7973271517162468e-05,0.13218390804597702,67.0,481.0,0.1392931392931393,
2020-03-21,IN,126.0,707.0,,,1.0,,,,,,,3/21/2020 00:59,2020-03-21T00:59:00Z,03/20 20:59,4.0,1.0,2020-03-21 00:59:00+00:00,,,,,,,18,47,232,833,833,279,833,2,1,2f9a9adedba7ba5d135ad3eeb5260163fc778136,0,0,0,0,0,,6732219,0.15126050420168066,0.00012373334854377138,1.871596868729315e-05,0.031746031746031744,400.0,274.0,5.9415773610454444e-05,4.069980492316129e-05,0.16845878136200718,111.0,744.0,0.14919354838709678,
2020-03-22,IN,201.0,1293.0,,,1.0,,,,,,,3/13/2020 00:59,2020-03-13T00:59:00Z,03/12 20:59,6.0,1.0,2020-03-13 00:59:00+00:00,,,,,,,18,75,586,1494,1494,661,1494,2,0,ea5b3515e8658d4cadc68e7c492778c8d3925580,0,0,0,0,0,,6732219,0.13453815261044177,0.00022191791443504735,2.985642623925336e-05,0.029850746268656716,600.0,399.0,8.912366041568166e-05,5.926723417642831e-05,0.11346444780635401,182.0,1373.0,0.1325564457392571,
2020-03-23,IN,259.0,1701.0,,,1.0,,,,,,B,3/23/2020 11:00,2020-03-23T11:00:00Z,03/23 07:00,7.0,1.0,2020-03-23 11:00:00+00:00,,,,,,,18,58,408,1960,1960,466,1960,1,0,8cbb62c432e47663835c0f4634b8456179eac849,0,0,0,0,0,,6732219,0.13214285714285715,0.00029113729069122675,3.8471713412769254e-05,0.02702702702702703,700.0,441.0,0.00010397760381829527,6.550589040552602e-05,0.12446351931330472,235.0,1821.0,0.12904997254255904,
2020-03-24,IN,365.0,2566.0,,,1.0,,,,,,B,3/24/2020 11:00,2020-03-24T11:00:00Z,03/24 07:00,12.0,1.0,2020-03-24 11:00:00+00:00,,,,,,,18,106,865,2931,2931,971,2931,5,0,bd259617346ca58ebaba1369cad60c52fb36019f,0,0,0,0,0,,6732219,0.1245308768338451,0.0004353690811306049,5.421689341953968e-05,0.03287671232876712,1200.0,835.0,0.00017824732083136332,0.00012403042741182364,0.10916580844490216,335.0,2772.0,0.12085137085137085,
2020-03-25,IN,477.0,2879.0,,,1.0,,,,,,B,3/25/2020 00:59,2020-03-25T00:59:00Z,03/24 20:59,14.0,1.0,2020-03-25 00:59:00+00:00,,,,,,,18,112,313,3356,3356,425,3356,2,0,79a2f1cc755c6cbd2c85bbb6df31ecf2cca2adb9,0,0,0,0,0,,6732219,0.14213349225268176,0.0004984983405917128,7.085331003046692e-05,0.029350104821802937,1400.0,923.0,0.00020795520763659055,0.00013710189760612364,0.2635294117647059,438.0,3163.0,0.138476130256086,
2020-03-26,IN,645.0,4006.0,,,,,,,,,B,3/25/2020 12:59,2020-03-25T12:59:00Z,03/25 08:59,17.0,,2020-03-25 12:59:00+00:00,,,,,,,18,168,1127,4651,4651,1295,4651,3,-1,a9ede3d29d95a6a7c365d52d5920fecefec228d5,0,0,0,0,0,,6732219,0.13867985379488282,0.000690856907655559,9.58079349468578e-05,0.02635658914728682,1700.0,1055.0,0.0002525170378444314,0.0001567091028975736,0.12972972972972974,589.0,4271.0,0.1379068133926481,
2020-03-27,IN,981.0,5955.0,,,,,,,,,B,3/26/2020 12:59,2020-03-26T12:59:00Z,03/26 08:59,24.0,,2020-03-26 12:59:00+00:00,,,,,,,18,336,1949,6936,6936,2285,6936,7,0,1bca803ece7f392e66164c183cb6ab5f5a5521d1,0,0,0,0,0,,6732219,0.14143598615916955,0.00103026951440528,0.00014571718477963952,0.024464831804281346,2400.0,1419.0,0.00035649464166272665,0.00021077745688308713,0.14704595185995623,902.0,6382.0,0.14133500470072077,
2020-03-28,IN,1232.0,7175.0,,,,,,,,,B,3/28/2020 11:00,2020-03-28T11:00:00Z,03/28 07:00,31.0,,2020-03-28 11:00:00+00:00,,,,,,,18,251,1220,8407,8407,1471,8407,7,0,f5b9bb3d825e58bbc94d1b9ea8d37180cfaf8c4d,0,0,0,0,0,,6732219,0.14654454621149043,0.0012487710218577262,0.00018300058272019968,0.025162337662337664,3100.0,1868.0,0.0004604722454810219,0.00027747166276082224,0.17063222297756628,1106.0,7574.0,0.14602587800369685,
2020-03-29,IN,1514.0,8316.0,,,,,,,,,B,3/29/2020 11:00,2020-03-29T11:00:00Z,03/29 07:00,32.0,,2020-03-29 11:00:00+00:00,,,,,,,18,282,1141,9830,9830,1423,9830,1,0,41532bb4e4318080cd33a84bd9db76bfff1ddfaa,0,0,0,0,0,,6732219,0.1540183112919634,0.001460142636476918,0.00022488870311557007,0.021136063408190225,3200.0,1686.0,0.00047532618888363555,0.0002504374857680655,0.19817287420941673,1313.0,8336.0,0.15750959692898273,
