date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,population,positive_test_rate,pct_of_population_tested,pct_of_population_positive,simple_death_rate,inferred_positive,hidden_positive,pct_of_population_inferred_positive,pct_of_population_hidden_positive,positive_test_rate_today,positiveIncrease_last_7,totalTestResultsIncrease_last_7,positive_test_rate_7_day_avg,pct_of_population_hospitalized
2020-03-06,AK,0.0,8.0,1.0,,,,,,,,,,,,0.0,,,8.0,,,,,,02,0,0,9,8,0,8,0,0,593b9a2ef5fdaba7a30919b626b122213ba572b4,0,0,0,0,0,,731545,0.0,1.0935759249260128e-05,0.0,,0.0,0.0,0.0,0.0,,,,,
2020-03-07,AK,0.0,12.0,2.0,,,,,,,,,,,,0.0,,,12.0,,,,,,02,0,4,14,12,4,12,0,0,5d2e8fc1f5b83f4003cf5e945535beb606f6f7dd,0,0,0,0,0,,731545,0.0,1.640363887389019e-05,0.0,,0.0,0.0,0.0,0.0,0.0,,,,
2020-03-08,AK,0.0,14.0,6.0,,,,,,,,,,,,0.0,,,14.0,,,,,,02,0,2,20,14,2,14,0,0,f5e5f6569e638c44ab3a7c90f4b3f5ecd051232f,0,0,0,0,0,,731545,0.0,1.9137578686205224e-05,0.0,,0.0,0.0,0.0,0.0,0.0,,,,
2020-03-09,AK,0.0,23.0,9.0,,,,,,,,,,,,0.0,,,23.0,,,,,,02,0,9,32,23,9,23,0,0,252bea15a1d525858384dc0a21e8ef57e42a80d5,0,0,0,0,0,,731545,0.0,3.1440307841622863e-05,0.0,,0.0,0.0,0.0,0.0,0.0,,,,
2020-03-10,AK,0.0,23.0,9.0,,,,,,,,,,,,0.0,,,23.0,,,,,,02,0,0,32,23,0,23,0,0,6d9cb46932ed12000f0f48af505b7037f4550071,0,0,0,0,0,,731545,0.0,3.1440307841622863e-05,0.0,,0.0,0.0,0.0,0.0,,,,,
2020-03-11,AK,0.0,46.0,14.0,,,,,,,,,,,,0.0,,,46.0,,,,,,02,0,23,60,46,23,46,0,0,0f74d1f965a8209346a3df6f64838ecbb1406566,0,0,0,0,0,,731545,0.0,6.288061568324573e-05,0.0,,0.0,0.0,0.0,0.0,0.0,,,,
2020-03-12,AK,0.0,46.0,14.0,,,,,,,,,3/11/2020 16:30,2020-03-11T16:30:00Z,03/11 12:30,0.0,,2020-03-11 16:30:00+00:00,46.0,,,,,,02,0,0,60,46,0,46,0,0,4b2ed9ef85dbfa5ba49d34977d318c21e1c60381,0,0,0,0,0,,731545,0.0,6.288061568324573e-05,0.0,,0.0,0.0,0.0,0.0,,0.0,38.0,0.0,
2020-03-13,AK,1.0,59.0,,,,,,,,,,3/13/2020 00:00,2020-03-13T00:00:00Z,03/12 20:00,0.0,,2020-03-13 00:00:00+00:00,60.0,,,,,,02,1,13,60,60,14,60,0,0,46b36c8fe6b40bf49621e11b25a03439bf11efba,0,0,0,0,0,,731545,0.016666666666666666,8.201819436945095e-05,1.366969906157516e-06,0.0,0.0,-1.0,0.0,-1.366969906157516e-06,0.07142857142857142,1.0,52.0,0.019230769230769232,
2020-03-14,AK,1.0,143.0,,,,,,,,,,3/13/2020 16:30,2020-03-13T16:30:00Z,03/13 12:30,0.0,,2020-03-13 16:30:00+00:00,144.0,,,,,,02,0,84,144,144,84,144,0,0,07b489cd77e5cd4e943b5cded49e0a0162cb5ce9,0,0,0,0,0,,731545,0.006944444444444444,0.0001968436664866823,1.366969906157516e-06,0.0,0.0,-1.0,0.0,-1.366969906157516e-06,0.0,1.0,132.0,0.007575757575757576,
2020-03-15,AK,1.0,143.0,,,,,,,,,,3/13/2020 16:30,2020-03-13T16:30:00Z,03/13 12:30,0.0,,2020-03-13 16:30:00+00:00,144.0,,,,,,02,0,0,144,144,0,144,0,0,487e8d44ca425b4ab0bd2eb35c2bbca982245513,0,0,0,0,0,,731545,0.006944444444444444,0.0001968436664866823,1.366969906157516e-06,0.0,0.0,-1.0,0.0,-1.366969906157516e-06,,1.0,130.0,0.007692307692307693,
2020-03-16,AK,1.0,143.0,,,,,,,,,,3/16/2020 15:06,2020-03-16T15:06:00Z,03/16 11:06,0.0,,2020-03-16 15:06:00+00:00,144.0,,,,,,02,0,0,144,144,0,144,0,0,0454442c899d02dd996b2df6c85a06a38715ec16,0,0,0,0,0,,731545,0.006944444444444444,0.0001968436664866823,1.366969906157516e-06,0.0,0.0,-1.0,0.0,-1.366969906157516e-06,,1.0,121.0,0.008264462809917356,
2020-03-17,AK,3.0,334.0,,,,,,,,,,3/17/2020 00:01,2020-03-17T00:01:00Z,03/16 20:01,0.0,,2020-03-17 00:01:00+00:00,337.0,,,,,,02,2,191,337,337,193,337,0,0,4a1d6dc9b9be14a26214a435cb984992d08a41cf,0,0,0,0,0,,731545,0.008902077151335312,0.0004606688583750829,4.100909718472548e-06,0.0,0.0,-3.0,0.0,-4.100909718472548e-06,0.010362694300518135,3.0,314.0,0.009554140127388535,
2020-03-18,AK,6.0,406.0,,,,,,,,,,3/17/2020 23:00,2020-03-17T23:00:00Z,03/17 19:00,0.0,,2020-03-17 23:00:00+00:00,412.0,,,,,,02,3,72,412,412,75,412,0,0,2b31c65dd6eaa31fe06540dc395bd164287bb057,0,0,0,0,0,,731545,0.014563106796116505,0.0005631916013368966,8.201819436945095e-06,0.0,0.0,-6.0,0.0,-8.201819436945095e-06,0.04,6.0,366.0,0.01639344262295082,
2020-03-19,AK,6.0,432.0,,,,,,,,,,3/18/2020 16:30,2020-03-18T16:30:00Z,03/18 12:30,0.0,,2020-03-18 16:30:00+00:00,438.0,,,,,,02,0,26,438,438,26,438,0,0,ec7ba3d25ac6f03ef9ffe1d4a7c9863750de0172,0,0,0,0,0,,731545,0.0136986301369863,0.000598732818896992,8.201819436945095e-06,0.0,0.0,-6.0,0.0,-8.201819436945095e-06,0.0,6.0,392.0,0.015306122448979591,
2020-03-20,AK,12.0,686.0,,,,,,,,,,3/20/2020 16:30,2020-03-20T16:30:00Z,03/20 12:30,0.0,,2020-03-20 16:30:00+00:00,698.0,,,,,,02,6,254,698,698,260,698,0,0,2f42862b0dbd7d3d6ed7d73c620427044ea36e7c,0,0,0,0,0,,731545,0.017191977077363897,0.0009541449944979461,1.640363887389019e-05,0.0,0.0,-12.0,0.0,-1.640363887389019e-05,0.023076923076923078,11.0,638.0,0.017241379310344827,
2020-03-21,AK,14.0,758.0,,,0.0,,,,,,,3/21/2020 16:30,2020-03-21T16:30:00Z,03/21 12:30,0.0,0.0,2020-03-21 16:30:00+00:00,772.0,,,,,,02,2,72,772,772,74,772,0,0,5893ab3dff025ee437bb57c24a75df67aa8cbeda,0,0,0,0,0,,731545,0.018134715025906734,0.0010553007675536024,1.9137578686205224e-05,0.0,0.0,-14.0,0.0,-1.9137578686205224e-05,0.02702702702702703,13.0,628.0,0.020700636942675158,
2020-03-22,AK,22.0,946.0,,,0.0,,,,,,,3/21/2020 16:30,2020-03-21T16:30:00Z,03/21 12:30,0.0,0.0,2020-03-21 16:30:00+00:00,968.0,,,,,,02,8,188,968,968,196,968,0,0,95ac3a0d4bec11afc5e9276abc817e75c52c73e5,0,0,0,0,0,,731545,0.022727272727272728,0.0013232268691604754,3.0073337935465352e-05,0.0,0.0,-22.0,0.0,-3.0073337935465352e-05,0.04081632653061224,21.0,824.0,0.025485436893203883,
2020-03-23,AK,22.0,946.0,,,0.0,,,,,,A,3/21/2020 16:30,2020-03-21T16:30:00Z,03/21 12:30,0.0,0.0,2020-03-21 16:30:00+00:00,968.0,,,,,,02,0,0,968,968,0,968,0,0,07e5454d76838a26c6136b995dc4e6c904cb8c11,0,0,0,0,0,,731545,0.022727272727272728,0.0013232268691604754,3.0073337935465352e-05,0.0,0.0,-22.0,0.0,-3.0073337935465352e-05,,21.0,824.0,0.025485436893203883,
2020-03-24,AK,36.0,986.0,,,0.0,,,,,,A,3/23/2020 19:00,2020-03-23T19:00:00Z,03/23 15:00,0.0,0.0,2020-03-23 19:00:00+00:00,1022.0,,,,,,02,14,40,1022,1022,54,1022,0,0,eceace0c3dfc616f8a46117418087c6f120644b0,0,0,0,0,0,,731545,0.03522504892367906,0.0013970432440929812,4.921091662167057e-05,0.0,0.0,-36.0,0.0,-4.921091662167057e-05,0.25925925925925924,33.0,685.0,0.04817518248175182,
2020-03-25,AK,42.0,1649.0,,,1.0,,,,,,A,3/24/2020 21:00,2020-03-24T21:00:00Z,03/24 17:00,1.0,1.0,2020-03-24 21:00:00+00:00,1691.0,,,,,,02,6,663,1691,1691,669,1691,1,1,1eaec7bdb14aae7e6620de030cdf06cbb5923bb8,0,0,0,0,0,,731545,0.024837374334713187,0.0023115461113123593,5.741273605861567e-05,0.023809523809523808,100.0,58.0,0.0001366969906157516,7.928425455713593e-05,0.008968609865470852,36.0,1279.0,0.028146989835809225,
2020-03-26,AK,59.0,1801.0,,,3.0,,,,,,A,3/25/2020 21:00,2020-03-25T21:00:00Z,03/25 17:00,1.0,3.0,2020-03-25 21:00:00+00:00,1860.0,,,,,,02,17,152,1860,1860,169,1860,0,2,065b706f959451a358ae74f88b2ebb8368deb37c,0,0,0,0,0,,731545,0.031720430107526884,0.0025425640254529798,8.065122446329344e-05,0.01694915254237288,100.0,41.0,0.0001366969906157516,5.6045766152458156e-05,0.10059171597633136,53.0,1422.0,0.03727144866385373,
2020-03-27,AK,69.0,2319.0,13.0,,3.0,,,,,,A,3/26/2020 21:00,2020-03-26T21:00:00Z,03/26 17:00,1.0,3.0,2020-03-26 21:00:00+00:00,2388.0,,,,,,02,10,518,2401,2388,528,2388,0,0,8181b99c34b47d2737ab51396d4a3cdd6523d530,0,0,0,0,0,,731545,0.028894472361809045,0.003264324135904148,9.43209235248686e-05,0.014492753623188406,100.0,31.0,0.0001366969906157516,4.2376067090882995e-05,0.01893939393939394,57.0,1690.0,0.03372781065088758,
2020-03-28,AK,85.0,2836.0,,,5.0,,,,,,A,3/27/2020 19:00,2020-03-27T19:00:00Z,03/27 15:00,2.0,5.0,2020-03-27 19:00:00+00:00,2921.0,,,,,,02,16,517,2921,2921,533,2921,1,2,18a57d96582b0b1d02011291590cca43890b3bd0,0,0,0,0,0,,731545,0.02909962341663814,0.003992919095886104,0.00011619244202338885,0.023529411764705882,200.0,115.0,0.0002733939812315032,0.00015720153920811434,0.0300187617260788,71.0,2149.0,0.03303862261516985,
2020-03-29,AK,102.0,3232.0,,,6.0,,,,,,A,3/28/2020 19:00,2020-03-28T19:00:00Z,03/28 15:00,2.0,6.0,2020-03-28 19:00:00+00:00,3334.0,,,,,,02,17,396,3334,3334,413,3334,0,1,d882957d5ddd0b45af9507ecd4890447e91850ab,0,0,0,0,0,,731545,0.03059388122375525,0.004557477667129158,0.00013943093042806664,0.0196078431372549,200.0,98.0,0.0002733939812315032,0.00013396305080343656,0.04116222760290557,80.0,2366.0,0.0338123415046492,
2020-03-30,AK,114.0,3540.0,,,7.0,,,,,,A,3/29/2020 19:00,2020-03-29T19:00:00Z,03/29 15:00,3.0,7.0,2020-03-29 19:00:00+00:00,3654.0,,,,,,02,12,308,3654,3654,320,3654,1,1,9cb53bd0eb6266fe0f34f41933312db1cf533b76,0,0,0,0,0,,731545,0.031198686371100164,0.004994908037099563,0.00015583456930195683,0.02631578947368421,300.0,186.0,0.0004100909718472548,0.00025425640254529794,0.0375,92.0,2686.0,0.03425167535368578,
2020-03-31,AK,119.0,3594.0,,,7.0,,,,,,A,3/30/2020 19:00,2020-03-30T19:00:00Z,03/30 15:00,3.0,7.0,2020-03-30 19:00:00+00:00,3713.0,,,,,,02,5,54,3713,3713,59,3713,0,0,9a944884d67993c02c69503f1b043f7ff5737266,0,0,0,0,0,,731545,0.03204955561540533,0.005075559261562857,0.0001626694188327444,0.025210084033613446,300.0,181.0,0.0004100909718472548,0.0002474215530145104,0.0847457627118644,83.0,2691.0,0.030843552582683016,
2020-04-01,AK,133.0,4470.0,,,9.0,,,,,,A,3/31/2020 19:00,2020-03-31T19:00:00Z,03/31 15:00,3.0,9.0,2020-03-31 19:00:00+00:00,4603.0,,,,,,02,14,876,4603,4603,890,4603,0,2,f04ed2243ed1d13798d1942e81a22b5ab2861ea8,0,0,0,0,0,,731545,0.028894199435150987,0.006292162478043046,0.00018180699751894962,0.022556390977443608,300.0,167.0,0.0004100909718472548,0.00022828397432830515,0.015730337078651686,91.0,2912.0,0.03125,
2020-04-02,AK,143.0,4879.0,,,9.0,,,,,,A,4/1/2020 21:00,2020-04-01T21:00:00Z,04/01 17:00,3.0,9.0,2020-04-01 21:00:00+00:00,5022.0,,,,,,02,10,409,5022,5022,419,5022,0,0,00ac6803e8a1dedec83248f20b6dedc71eb420e0,0,0,0,0,0,,731545,0.028474711270410194,0.006864922868723045,0.00019547669658052477,0.02097902097902098,300.0,157.0,0.0004100909718472548,0.00021461427526673,0.02386634844868735,84.0,3162.0,0.026565464895635674,
2020-04-03,AK,157.0,5859.0,,,15.0,,,,,,A,4/3/2020 16:00,2020-04-03T16:00:00Z,04/03 12:00,3.0,15.0,2020-04-03 16:00:00+00:00,6016.0,,,,,,02,14,980,6016,6016,994,6016,0,6,94c90742c48e9d77814eb974d353838a64b9f551,0,0,0,0,0,,731545,0.026097074468085107,0.008223690955443615,0.00021461427526673,0.01910828025477707,300.0,143.0,0.0004100909718472548,0.00019547669658052477,0.014084507042253521,88.0,3628.0,0.024255788313120176,
2020-04-04,AK,171.0,5869.0,,,16.0,,,,,,A,4/4/2020 16:00,2020-04-04T16:00:00Z,04/04 12:00,5.0,16.0,2020-04-04 16:00:00+00:00,6040.0,,,,,,02,14,10,6040,6040,24,6040,2,1,bd07bab12b354f0846d50f3b2204d5c4dcb746ac,0,0,0,0,0,,731545,0.028311258278145696,0.008256498233191396,0.00023375185395293523,0.029239766081871343,500.0,329.0,0.000683484953078758,0.00044973309912582274,0.5833333333333334,86.0,3119.0,0.027572940044886182,
2020-04-05,AK,185.0,6099.0,,,20.0,,,,,,A,4/5/2020 00:00,2020-04-05T00:00:00Z,04/04 20:00,6.0,20.0,2020-04-05 00:00:00+00:00,6284.0,,,,,,02,14,230,6284,6284,244,6284,1,4,c76571c4b6cebd44e3086c2614ecee2fa2755202,0,0,0,0,0,,731545,0.029439847231063018,0.00859003889029383,0.00025288943263914045,0.032432432432432434,600.0,415.0,0.0008201819436945096,0.0005672925110553691,0.05737704918032787,83.0,2950.0,0.028135593220338984,
2020-04-06,AK,191.0,6692.0,,,23.0,,,,,,A,4/6/2020 14:45,2020-04-06T14:45:00Z,04/06 10:45,6.0,23.0,2020-04-06 14:45:00+00:00,6883.0,,,,,,02,6,593,6883,6883,599,6883,0,3,2980369dbeb395ccddabf32bfe29fc6af8aacdfb,0,0,0,0,0,,731545,0.027749527822170564,0.009408853864082183,0.00026109125207608556,0.031413612565445025,600.0,409.0,0.0008201819436945096,0.000559090691618424,0.01001669449081803,77.0,3229.0,0.023846392071848868,
2020-04-07,AK,213.0,6700.0,,,23.0,,,,,29.0,A,4/7/2020 15:15,2020-04-07T15:15:00Z,04/07 11:15,6.0,23.0,2020-04-07 15:15:00+00:00,6913.0,,,,,,02,22,8,6913,6913,30,6913,0,0,69abae9f0f83ce8fb1b153e41c427719517a712d,0,0,0,0,0,,731545,0.03081151453782728,0.009449862961266908,0.0002911645900115509,0.028169014084507043,600.0,387.0,0.0008201819436945096,0.0005290173536829587,0.7333333333333333,94.0,3200.0,0.029375,
2020-04-08,AK,226.0,6842.0,,,27.0,,,,,32.0,A,4/8/2020 15:00,2020-04-08T15:00:00Z,04/08 11:00,7.0,27.0,2020-04-08 15:00:00+00:00,7068.0,,,,,,02,13,142,7068,7068,155,7068,1,4,3339d33c930adabbac3a2581389a1a50171196b9,0,0,0,0,0,,731545,0.03197509903791738,0.009661743296721323,0.0003089351987915986,0.030973451327433628,700.0,474.0,0.0009568789343102612,0.0006479437355186626,0.08387096774193549,93.0,2465.0,0.03772819472616633,
2020-04-09,AK,235.0,6988.0,,,27.0,,,,,49.0,A,4/9/2020 16:00,2020-04-09T16:00:00Z,04/09 12:00,7.0,27.0,2020-04-09 16:00:00+00:00,7223.0,,,,,,02,9,146,7223,7223,155,7223,0,0,88a17f1beb999e0d41a815a388d991553208e52d,0,0,0,0,0,,731545,0.03253495777377821,0.009873623632175737,0.00032123792794701625,0.029787234042553193,700.0,465.0,0.0009568789343102612,0.0006356410063632449,0.05806451612903226,92.0,2201.0,0.04179918218991367,
2020-04-10,AK,246.0,7186.0,,,28.0,,,,,55.0,A,4/10/2020 15:30,2020-04-10T15:30:00Z,04/10 11:30,7.0,28.0,2020-04-10 15:30:00+00:00,7432.0,,,,,,02,11,198,7432,7432,209,7432,0,1,78b85c9825164d54388848f1d8b50f745cc31309,0,0,0,0,0,,731545,0.03310010764262648,0.010159320342562658,0.0003362745969147489,0.028455284552845527,700.0,454.0,0.0009568789343102612,0.0006206043373955122,0.05263157894736842,89.0,1416.0,0.06285310734463277,
2020-04-11,AK,257.0,7475.0,,,31.0,,,,,63.0,A,4/11/2020 14:45,2020-04-11T14:45:00Z,04/11 10:45,8.0,31.0,2020-04-11 14:45:00+00:00,7732.0,,,,,,02,11,289,7732,7732,300,7732,1,3,47ad9f0ed75e77f40b4c7ef4045731c5ed1240f1,0,0,0,0,0,,731545,0.03323848939472323,0.010569411314409914,0.0003513112658824816,0.0311284046692607,800.0,543.0,0.0010935759249260128,0.0007422646590435312,0.03666666666666667,86.0,1692.0,0.0508274231678487,
2020-04-12,AK,272.0,7766.0,,,31.0,,,,,66.0,A,4/12/2020 14:50,2020-04-12T14:50:00Z,04/12 10:50,8.0,31.0,2020-04-12 14:50:00+00:00,8038.0,,,,,,02,15,291,8038,8038,306,8038,0,0,2edfd2342d23c6b03ab51d2bbddd77e6153c26c1,0,0,0,0,0,,731545,0.033839263498382684,0.010987704105694112,0.00037181581447484434,0.029411764705882353,800.0,528.0,0.0010935759249260128,0.0007217601104511684,0.049019607843137254,87.0,1754.0,0.049600912200684154,
2020-04-13,AK,277.0,7553.0,,,32.0,,,,,85.0,A,4/13/2020 00:00,2020-04-13T00:00:00Z,04/12 20:00,8.0,32.0,2020-04-13 00:00:00+00:00,7830.0,,,,,,02,5,-213,7830,7830,-208,7830,0,1,4d152370de3c3d783985520881484c85df415b79,0,0,0,0,0,,731545,0.03537675606641124,0.010703374365213349,0.0003786506640056319,0.02888086642599278,800.0,523.0,0.0010935759249260128,0.0007149252609203808,-0.02403846153846154,86.0,947.0,0.0908130939809926,
2020-04-14,AK,285.0,8063.0,,,32.0,,,,,98.0,A,4/14/2020 14:15,2020-04-14T14:15:00Z,04/14 10:15,9.0,32.0,2020-04-14 14:15:00+00:00,8348.0,,,,,,02,8,510,8348,8348,518,8348,1,0,b55c3bfa320c9abec1bdf13cddd66f4787deca7d,0,0,0,0,0,,731545,0.03413991375179684,0.011411464776602943,0.00038958642325489205,0.031578947368421054,900.0,615.0,0.0012302729155417643,0.0008406864922868723,0.015444015444015444,72.0,1435.0,0.050174216027874564,
2020-04-15,AK,293.0,8371.0,,,34.0,,,,,106.0,A,4/15/2020 15:15,2020-04-15T15:15:00Z,04/15 11:15,9.0,34.0,2020-04-15 15:15:00+00:00,8664.0,,,,,,02,8,308,8664,8664,316,8664,0,2,fce563473e6e31f068dc05134b17bfe6ece52134,0,0,0,0,0,,731545,0.033818097876269625,0.011843427266948718,0.0004005221825041522,0.030716723549488054,900.0,607.0,0.0012302729155417643,0.0008297507330376121,0.02531645569620253,67.0,1596.0,0.041979949874686714,
2020-04-16,AK,300.0,8435.0,,,35.0,,,,,110.0,A,4/16/2020 15:30,2020-04-16T15:30:00Z,04/16 11:30,9.0,35.0,2020-04-16 15:30:00+00:00,8735.0,,,,,,02,7,64,8735,8735,71,8735,0,1,44d2c0c1ad76dbd467727d986d38d54572fa86f8,0,0,0,0,0,,731545,0.03434459072696051,0.011940482130285902,0.0004100909718472548,0.03,900.0,600.0,0.0012302729155417643,0.0008201819436945096,0.09859154929577464,65.0,1512.0,0.04298941798941799,
2020-04-17,AK,309.0,9141.0,,,36.0,,,,,128.0,A,4/16/2020 00:00,2020-04-16T00:00:00Z,04/15 20:00,9.0,36.0,2020-04-16 00:00:00+00:00,9450.0,,,,,,02,9,706,9450,9450,715,9450,0,1,5e390d2c352140ac6d80a730701b6a8268913e5b,0,0,0,0,0,,731545,0.0326984126984127,0.012917865613188525,0.00042239370100267243,0.02912621359223301,900.0,591.0,0.0012302729155417643,0.000807879214539092,0.012587412587412588,63.0,2018.0,0.031219028741328047,
2020-04-18,AK,314.0,9341.0,,39.0,36.0,,,,,147.0,A,4/18/2020 14:15,2020-04-18T14:15:00Z,04/18 10:15,9.0,36.0,2020-04-18 14:15:00+00:00,9655.0,,,,,,02,5,200,9655,9655,205,9655,0,0,518ffb2db5476d976d4d316c283054c7397686e0,0,0,0,0,0,,731545,0.032522009321595026,0.013198094443950816,0.00042922855053346,0.028662420382165606,900.0,586.0,0.0012302729155417643,0.0008010443650083044,0.024390243902439025,57.0,1923.0,0.029641185647425898,5.331182634014312e-05
2020-04-19,AK,319.0,9576.0,,37.0,36.0,,,,,153.0,A,4/18/2020 17:45,2020-04-18T17:45:00Z,04/18 13:45,9.0,36.0,2020-04-18 17:45:00+00:00,9895.0,,,,,,02,5,235,9895,9895,240,9895,0,0,b84f383c7638d6cccbf3d437429ab8558ec50b24,0,0,0,0,0,,731545,0.03223850429509854,0.01352616722142862,0.00043606340006424756,0.02821316614420063,900.0,581.0,0.0012302729155417643,0.0007942095154775167,0.020833333333333332,47.0,1857.0,0.025309639203015617,5.057788652782809e-05
2020-04-20,AK,321.0,9803.0,,46.0,36.0,,,,,161.0,A,4/20/2020 14:00,2020-04-20T14:00:00Z,04/20 10:00,9.0,36.0,2020-04-20 14:00:00+00:00,10124.0,,,,,,02,2,227,10124,10124,229,10124,0,0,be6fcac3dbae7380882b0de3fdce7c60e8bcf359,0,0,0,0,0,,731545,0.03170683524298696,0.013839203329938692,0.0004387973398765626,0.028037383177570093,900.0,579.0,0.0012302729155417643,0.0007914755756652017,0.008733624454148471,44.0,2294.0,0.01918047079337402,6.288061568324573e-05
2020-04-21,AK,329.0,10790.0,,42.0,36.0,,,,,168.0,A,4/21/2020 15:15,2020-04-21T15:15:00Z,04/21 11:15,9.0,36.0,2020-04-21 15:15:00+00:00,11119.0,,,,,,02,8,987,11119,11119,995,11119,0,0,ac4f640543c7b84f37b25494ed5647a1f8b00a1f,0,0,0,0,0,,731545,0.029588991815810775,0.01519933838656542,0.00044973309912582274,0.02735562310030395,900.0,571.0,0.0012302729155417643,0.0007805398164159416,0.008040201005025126,44.0,2771.0,0.015878744135691087,5.741273605861567e-05
2020-04-22,AK,335.0,11824.0,,39.0,36.0,,,,,196.0,A,4/22/2020 14:00,2020-04-22T14:00:00Z,04/22 10:00,9.0,36.0,2020-04-22 14:00:00+00:00,12159.0,,,,,,02,6,1034,12159,12159,1040,12159,0,0,aed4ff131120cedba917ab3c6c24c1c343ee0a8b,0,0,0,0,0,,731545,0.02755160786248869,0.016620987088969235,0.00045793491856276785,0.026865671641791045,900.0,565.0,0.0012302729155417643,0.0007723379969789965,0.0057692307692307696,42.0,3495.0,0.01201716738197425,5.331182634014312e-05
2020-04-23,AK,337.0,11824.0,,42.0,,,,,,209.0,A,4/23/2020 14:00,2020-04-23T14:00:00Z,04/23 10:00,9.0,,2020-04-23 14:00:00+00:00,12161.0,,,,,,02,2,0,12161,12161,2,12161,0,-36,e7a9d80fca8a75e95465e00243fb061d8f1f22f2,0,0,0,0,0,,731545,0.027711536880190773,0.01662372102878155,0.0004606688583750829,0.026706231454005934,900.0,563.0,0.0012302729155417643,0.0007696040571666814,1.0,37.0,3426.0,0.010799766491535318,5.741273605861567e-05
2020-04-24,AK,339.0,11942.0,,36.0,,,,,,208.0,A,4/24/2020 15:00,2020-04-24T15:00:00Z,04/24 11:00,9.0,,2020-04-24 15:00:00+00:00,12281.0,,,,,,02,2,118,12281,12281,120,12281,0,0,73ccf0add612e15582542810c1762c3335d6317b,0,0,0,0,0,,731545,0.027603615340770295,0.016787757417520453,0.0004634027981873979,0.02654867256637168,900.0,561.0,0.0012302729155417643,0.0007668701173543665,0.016666666666666666,30.0,2831.0,0.010596962204168139,4.921091662167057e-05
2020-04-25,AK,339.0,15393.0,,32.0,,,,,,217.0,B,4/25/2020 16:00,2020-04-25T16:00:00Z,04/25 12:00,9.0,,2020-04-25 16:00:00+00:00,15732.0,,,,,,02,0,3451,15732,15732,3451,15732,0,0,135128905bf9b36d8c5c12983d43accb67787636,0,0,0,0,0,,731545,0.02154843630816171,0.02150517056367004,0.0004634027981873979,0.02654867256637168,900.0,561.0,0.0012302729155417643,0.0007668701173543665,0.0,25.0,6077.0,0.004113871976304097,4.374303699704051e-05
2020-04-26,AK,341.0,15836.0,,14.0,,,,,,217.0,B,4/26/2020 14:15,2020-04-26T14:15:00Z,04/26 10:15,9.0,,2020-04-26 14:15:00+00:00,16177.0,,,,,,02,2,443,16177,16177,445,16177,0,0,5ea8a09c04286f2e57aec6eddf7fa27732695dc4,0,0,0,0,0,,731545,0.02107931013166842,0.022113472171910134,0.00046613673799971296,0.026392961876832845,900.0,559.0,0.0012302729155417643,0.0007641361775420514,0.0044943820224719105,22.0,6282.0,0.0035020694046482012,1.9137578686205224e-05
2020-04-27,AK,345.0,15911.0,,10.0,,,,,,218.0,B,4/27/2020 14:00,2020-04-27T14:00:00Z,04/27 10:00,9.0,,2020-04-27 14:00:00+00:00,16256.0,,,,,,02,4,75,16256,16256,79,16256,0,0,8bed82eca196cd41d031a5d535d68d871cd2ecc2,0,0,0,0,0,,731545,0.021222933070866142,0.02222146279449658,0.000471604617624343,0.02608695652173913,900.0,555.0,0.0012302729155417643,0.0007586682979174213,0.05063291139240506,24.0,6132.0,0.003913894324853229,1.366969906157516e-05
2020-04-28,AK,351.0,16738.0,,16.0,,,,,,228.0,B,4/28/2020 14:50,2020-04-28T14:50:00Z,04/28 10:50,9.0,,2020-04-28 14:50:00+00:00,17089.0,,,,,,02,6,827,17089,17089,833,17089,0,0,8e54e80db7fd5f831eb7d0d6866b37768bbc41c4,0,0,0,0,0,,731545,0.020539528351571187,0.02336014872632579,0.0004798064370612881,0.02564102564102564,900.0,549.0,0.0012302729155417643,0.0007504664784804762,0.007202881152460984,22.0,5970.0,0.0036850921273031824,2.1871518498520257e-05
2020-04-29,AK,355.0,18764.0,,14.0,,,,,,240.0,B,4/28/2020 14:50,2020-04-28T14:50:00Z,04/28 10:50,9.0,,2020-04-28 14:50:00+00:00,19119.0,,,,,,02,4,2026,19119,19119,2030,19119,0,0,95e3008881ceda67552bd4586ad9f983f10153c5,0,0,0,0,0,,731545,0.018567916732046656,0.026135097635825548,0.00048527431668591816,0.02535211267605634,900.0,545.0,0.0012302729155417643,0.0007449985988558462,0.0019704433497536944,20.0,6960.0,0.0028735632183908046,1.9137578686205224e-05
